rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,769796,41,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | IADD_REG_REG_INT(r3,r4,c3) | LINKATTR1_REG_REG_REG(r5,r1,r3)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R9;r4=R13;c3=int:1;r5=R7","benchmark_awfy_richards_opt",2514
89,33248,5,1,8,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r3,c3)","r1=R9;r2=R68;c1=int:0;c2=label@4927;r3=R17;r4=R67;r5=R7;c3=int:8","benchmark_awfy_richards_opt",4673
90,33246,3,1,3,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2)","c1=int:1;r1=R2;r2=R60","benchmark_awfy_richards_opt",480
91,33245,2,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r3,c1) | BRT_ID_REG(c2,r5)","r1=R4;r2=R13;r3=R3;r4=R14;r5=R5;c1=int:0;c2=label@3786","benchmark_awfy_richards_opt",3769
92,33245,2,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ILT_REG_REG_INT(r3,r1,c1) | BRT_ID_REG(c2,r3) | IGT_REG_REG_INT(r3,r1,c3)","r1=R3;r2=R14;r3=R5;c1=int:0;c2=label@3786;c3=int:5","benchmark_awfy_richards_opt",3772
93,33245,2,1,6,over_3_symbols,"ILT_REG_REG_INT(r1,r2,c1) | BRT_ID_REG(c2,r1) | IGT_REG_REG_INT(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R5;r2=R3;c1=int:0;c2=label@3786;c3=int:5;c4=label@3794","benchmark_awfy_richards_opt",3775
94,32597,48,1,4,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | ICOPY_REG_REG(r3,r2) | UNLINK_REG(r3)","r1=R13;r2=R14;c1=int:0;r3=R12","benchmark_awfy_richards_opt",671
95,32557,12,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R13;r2=R5;r3=R12;r4=R17;r5=R11;c1=int:9","benchmark_awfy_richards_opt",872
96,32550,11,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r1) | ICOPY_REG_REG(r6,r3)","r1=R60;r2=R11;r3=R0;r4=R10;r5=R20;r6=R19","benchmark_awfy_richards_opt",888
97,32550,11,1,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5) | COPY_REG_REG(r6,r2)","r1=R17;r2=R60;r3=R11;r4=R0;r5=R10;r6=R20","benchmark_awfy_richards_opt",886
98,32550,2,1,8,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2) | IADD_REG_REG_INT(r4,r5,c3)","r1=R5;r2=R6;r3=R67;c1=int:20;c2=int:6;r4=R7;r5=R68;c3=int:1","benchmark_awfy_richards_opt",4437
99,32550,2,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2)","r1=R7;r2=R5;r3=R6;r4=R67;c1=int:20;c2=int:6","benchmark_awfy_richards_opt",4435
100,32546,3,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | COPY_REG_REG(r4,r5)","r1=R9;r2=R3;r3=R6;r4=R67;r5=R11","benchmark_awfy_richards_opt",4577
101,32545,6,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r1) | BR_ID(c1)","r1=R14;r2=R18;r3=R67;r4=R17;r5=R25;c1=label@4923","benchmark_awfy_richards_opt",4799
102,32545,6,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | UNLINK_REG(r2) | LOAD_REG_INT(r5,c1)","r1=R21;r2=R8;c1=int:1;r3=R6;r4=R20;r5=R5","benchmark_awfy_richards_opt",4748
103,32545,6,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r4) | LOAD_REG_INT(r5,c1) | ICOPY_REG_REG(r1,r5)","r1=R6;r2=R20;r3=R21;r4=R8;r5=R5;c1=int:1","benchmark_awfy_richards_opt",4752
104,32543,3,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | COPY_REG_REG(r4,r5)","r1=R2;r2=R9;r3=R10;r4=R8;r5=R0","benchmark_awfy_richards_opt",3921
105,27884,1,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | IEQ_REG_REG_INT(r7,r5,c1)","r1=R61;r2=R67;r3=R51;r4=R68;r5=R50;r6=R1;r7=R53;c1=int:0","benchmark_awfy_richards_opt",6052
106,27884,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R51;r2=R68;r3=R50;r4=R1;r5=R53;c1=int:0;c2=label@6211","benchmark_awfy_richards_opt",6055
107,25583,7,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | MINATTRS_REG_REG_INT(r2,r4,c3) | LINKATTR1_REG_REG_REG(r5,r2,r4)","c1=label@5189;r1=R21;r2=R8;r3=R28;c2=int:10;r4=R23;c3=int:0;r5=R20","benchmark_awfy_richards_opt",5165
108,25583,6,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r3,r4,c1)","r1=R5;r2=R3;r3=R4;r4=R2;c1=int:24","benchmark_awfy_richards_opt",507
109,25579,2,1,7,over_3_symbols,"BRT_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r2,c2) | BRF_ID_REG(c3,r1) | COPY_REG_REG(r3,r4)","c1=label@5318;r1=R35;r2=R68;c2=int:3;c3=label@6038;r3=R41;r4=R67","benchmark_awfy_richards_opt",5311
110,25579,6,1,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R3;r2=R5;r3=R4","benchmark_awfy_richards_opt",504
111,25579,2,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r2)","r1=R35;r2=R68;c1=int:3;c2=label@6038;r3=R41;r4=R67;r5=R32","benchmark_awfy_richards_opt",5314
112,25579,6,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | UNLINK_REG(r3)","r1=R5;r2=R2;c1=int:22;r3=R3","benchmark_awfy_richards_opt",500
113,25576,3,1,6,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r4)","r1=R7;r2=R8;r3=R9;r4=R10;r5=R12;c1=int:22","benchmark_awfy_richards_opt",2525
114,25573,2,1,7,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LINKATTR1_REG_REG_INT(r4,r5,c2) | ICOPY_REG_REG(r3,r4)","r1=R9;r2=R28;c1=int:0;r3=R10;r4=R7;r5=R27;c2=int:1","benchmark_awfy_richards_opt",4017
115,25573,2,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3)","r1=R9;r2=R27;c1=int:15;r3=R28;c2=int:0;r4=R10","benchmark_awfy_richards_opt",4011
116,25573,2,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2)","r1=R10;r2=R9;r3=R27;c1=int:15;r4=R28;c2=int:0","benchmark_awfy_richards_opt",4009
117,24769,9,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r1,r4,c1)","r1=R12;r2=R17;r3=R5;r4=R11;c1=int:10","benchmark_awfy_richards_opt",760
118,24758,2,1,4,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | UNLINK_REG(r4) | UNLINK_REG(r2)","r1=R11;r2=R8;r3=R3;r4=R9","benchmark_awfy_richards_opt",3871
119,24758,2,1,7,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | SETATTRS_REG_INT(r2,c2) | IADD_REG_REG_INT(r1,r4,c3)","r1=R7;r2=R6;r3=R13;c1=int:24;c2=int:6;r4=R1;c3=int:1","benchmark_awfy_richards_opt",3833
120,24758,2,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r1,r3,c1) | SETATTRS_REG_INT(r1,c2)","r1=R6;r2=R7;r3=R13;c1=int:24;c2=int:6","benchmark_awfy_richards_opt",3831
121,24758,2,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | BRF_ID_REG(c1,r4)","r1=R9;r2=R8;r3=R6;c1=label@3888;r4=R11","benchmark_awfy_richards_opt",3877
122,24627,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r1,r2) | BR_ID(c3)","c1=label@4338;r1=R8;r2=R9;c2=int:0;c3=label@4412","benchmark_awfy_richards_opt",4327
123,24627,1,1,5,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | ICOPY_REG_REG(r2,r3)","r1=R6;c1=label@4338;r2=R8;r3=R9;c2=int:0","benchmark_awfy_richards_opt",4325
124,24409,2,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r5,c2)","r1=R10;r2=R7;r3=R9;r4=R27;c1=int:17;r5=R28;c2=int:0","benchmark_awfy_richards_opt",3986
125,24070,7,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | ICOPY_REG_REG(r3,r5) | UNLINK_REG(r3)","r1=R9;r2=R13;c1=int:1;r3=R10;r4=R8;r5=R14","benchmark_awfy_richards_opt",2549
126,24070,7,1,7,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2) | ICOPY_REG_REG(r4,r5)","r1=R8;c1=int:6;r2=R9;r3=R13;c2=int:1;r4=R10;r5=R14","benchmark_awfy_richards_opt",2546
127,23253,9,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r1)","r1=R10;r2=R17;r3=R60;r4=R11;r5=R0","benchmark_awfy_richards_opt",883
128,23253,9,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | UNLINK_REG(r1) | COPY_REG_REG(r4,r2)","r1=R17;r2=R11;c1=int:9;r3=R10;r4=R60","benchmark_awfy_richards_opt",879
129,23253,9,1,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r4,r2) | UNLINK_REG(r2)","r1=R12;r2=R17;r3=R11;c1=int:9;r4=R10","benchmark_awfy_richards_opt",877
130,23253,9,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | ICOPY_REG_REG(r5,r3)","r1=R13;r2=R12;r3=R17;r4=R11;c1=int:9;r5=R10","benchmark_awfy_richards_opt",875
131,23252,1,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | INE_REG_REG_INT(r7,r5,c1)","r1=R41;r2=R67;r3=R32;r4=R68;r5=R31;r6=R1;r7=R36;c1=int:0","benchmark_awfy_richards_opt",5321
132,23252,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | INE_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R32;r2=R68;r3=R31;r4=R1;r5=R36;c1=int:0;c2=label@5500","benchmark_awfy_richards_opt",5324
133,23250,1,1,7,over_3_symbols,"ENDLIFE_REG(r1) | BRF_ID_REG(c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3)","r1=R3;c1=label@4673;r2=R8;r3=R5;r4=R67;c2=int:20;c3=int:6","benchmark_awfy_richards_opt",4412
134,23250,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R1;r2=R7;r3=R5;r4=R6;r5=R67;c1=int:20","benchmark_awfy_richards_opt",4432
135,23249,2,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LOAD_REG_INT(r5,c1) | ICOPY_REG_REG(r3,r5)","r1=R19;r2=R10;c1=int:1;r3=R20;r4=R18;r5=R16","benchmark_awfy_richards_opt",4117
136,23249,2,1,7,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r2) | LOAD_REG_INT(r5,c2)","r1=R18;c1=int:6;r2=R19;r3=R10;c2=int:1;r4=R20;r5=R16","benchmark_awfy_richards_opt",4114
137,23248,4,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | LINKATTR1_REG_REG_INT(r5,r2,c3)","c1=label@5004;r1=R25;r2=R30;r3=R28;r4=R31;c2=int:25;r5=R22;c3=int:2","benchmark_awfy_richards_opt",4944
138,23248,4,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | LINKATTR1_REG_REG_INT(r4,r1,c2) | SETATTRS_REG_INT(r3,c3)","r1=R30;r2=R28;r3=R31;c1=int:25;r4=R22;c2=int:2;c3=int:6","benchmark_awfy_richards_opt",4947
139,23246,1,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | ICOPY_REG_REG(r7,r8)","r1=R13;r2=R1;r3=R10;r4=R5;r5=R7;r6=R28;r7=R9;r8=R3","benchmark_awfy_richards_opt",4050
140,23246,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | MINATTRS_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_REG(r5,r3,r4)","r1=R0;r2=R27;r3=R10;c1=int:15;r4=R28;c2=int:0;r5=R9","benchmark_awfy_richards_opt",3906
141,23246,2,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r1) | BR_ID(c1)","r1=R11;r2=R10;r3=R27;r4=R13;r5=R25;c1=label@4273","benchmark_awfy_richards_opt",4180
142,23246,1,1,9,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | LINKATTR1_REG_REG_INT(r7,r8,c1)","r1=R10;r2=R5;r3=R7;r4=R28;r5=R9;r6=R3;r7=R15;r8=R13;c1=int:20","benchmark_awfy_richards_opt",4053
143,23246,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r6,c1) | SETATTRS_REG_INT(r5,c2)","r1=R7;r2=R28;r3=R9;r4=R3;r5=R15;r6=R13;c1=int:20;c2=int:6","benchmark_awfy_richards_opt",4056
144,23246,1,1,9,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2) | IADD_REG_REG_INT(r5,r6,c3)","r1=R9;r2=R3;r3=R15;r4=R13;c1=int:20;c2=int:6;r5=R16;r6=R10;c3=int:1","benchmark_awfy_richards_opt",4059
145,23246,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R3;r2=R14;r3=R13;r4=R1;r5=R10;r6=R5","benchmark_awfy_richards_opt",4045
146,23246,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c2)","c1=int:1;r1=R0;r2=R27;r3=R10;c2=int:15","benchmark_awfy_richards_opt",3902
147,23246,1,1,7,over_3_symbols,"SETNUMSTD_INT(c1) | COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r3,r4,c3)","c1=int:1;r1=R0;r2=R27;r3=R10;c2=int:15;r4=R28;c3=int:0","benchmark_awfy_richards_opt",3904
148,23246,1,1,7,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R14;r2=R13;r3=R1;r4=R10;r5=R5;r6=R7;r7=R28","benchmark_awfy_richards_opt",4048
149,23246,1,1,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | ILT_REG_REG_INT(r1,r4,c1)","r1=R10;r2=R8;r3=R0;r4=R7;r5=R2;c1=int:0","benchmark_awfy_richards_opt",3926
150,23246,1,1,6,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r3,c1) | ICOPY_REG_REG(r5,r4)","r1=R9;r2=R1;r3=R27;r4=R14;c1=int:2;r5=R3","benchmark_awfy_richards_opt",4036
151,23246,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_REG(r1,r2,r4)","r1=R10;r2=R9;r3=R27;c1=int:17;r4=R28;c2=int:0","benchmark_awfy_richards_opt",3989
152,23246,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R9;r2=R10;r3=R8;r4=R0;r5=R7;r6=R2","benchmark_awfy_richards_opt",3924
153,23246,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | COPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r4,c1)","r1=R10;r2=R9;r3=R1;r4=R27;r5=R14;c1=int:2","benchmark_awfy_richards_opt",4034
154,23246,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | COPY_REG_REG(r4,r5)","r1=R7;r2=R10;r3=R9;r4=R1;r5=R27","benchmark_awfy_richards_opt",4032
155,20921,3,1,7,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | COPY_REG_REG(r4,r5)","r1=R51;r2=R53;r3=R25;c1=int:0;c2=label@5586;r4=R55;r5=R41","benchmark_awfy_richards_opt",5520
156,20310,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | IGTE_REG_REG_INT(r2,r1,c1)","r1=R34;r2=R53;r3=R52;c1=int:4","benchmark_awfy_richards_opt",5598
157,20310,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | IGTE_REG_REG_INT(r1,r3,c1) | BRF_ID_REG(c2,r1)","r1=R53;r2=R52;r3=R34;c1=int:4;c2=label@5680","benchmark_awfy_richards_opt",5601
158,20126,9,1,4,over_3_symbols,"UNLINK_REG(r1) | ICOPY_REG_REG(r2,r3) | UNLINK_REG(r2) | UNLINK_REG(r4)","r1=R17;r2=R13;r3=R19;r4=R12","benchmark_awfy_richards_opt",935
159,20121,4,1,4,over_3_symbols,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","c1=int:1;r1=R8;r2=R12;c2=int:21","benchmark_awfy_richards_opt",2508
160,20114,3,1,9,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LOAD_REG_INT(r5,c2) | SETTP_REG_INT(r6,c3)","r1=R16;r2=R10;c1=int:1;r3=R18;r4=R15;r5=R22;c2=int:3;r6=R13;c3=int:256","benchmark_awfy_richards_opt",4215
161,20114,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | BNE_ID_REG_INT(c1,r4,c2)","r1=R5;r2=R7;r3=R6;c1=label@2954;r4=R11;c2=int:0","benchmark_awfy_richards_opt",2941
162,20114,3,1,8,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LOAD_REG_INT(r4,c1) | SETTP_REG_INT(r5,c2) | SWAP_REG_REG(r6,r5)","r1=R18;r2=R15;r3=R16;r4=R22;c1=int:3;r5=R13;c2=int:256;r6=R23","benchmark_awfy_richards_opt",4219
163,20114,1,1,6,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","c1=int:1;r1=R6;r2=R9;c2=int:17;r3=R10;c3=int:0","benchmark_awfy_richards_opt",2922
164,20114,1,1,7,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3) | LINKATTR1_REG_REG_REG(r4,r1,r3)","c1=int:1;r1=R6;r2=R9;c2=int:17;r3=R10;c3=int:0;r4=R5","benchmark_awfy_richards_opt",2924
165,20114,3,1,7,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6)","r1=R13;c1=int:256;r2=R23;r3=R24;r4=R7;r5=R25;r6=R18","benchmark_awfy_richards_opt",4226
166,20114,3,1,9,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6) | CALL_REG_FUNC_REG(r7,c1,r8)","r1=R23;r2=R13;r3=R24;r4=R7;r5=R25;r6=R18;r7=R14;c1=func@70664;r8=R22","benchmark_awfy_richards_opt",4229
167,20114,3,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6) | UNLINK_REG(r5)","r1=R13;r2=R23;r3=R7;r4=R24;r5=R18;r6=R25","benchmark_awfy_richards_opt",4242
168,20114,3,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | UNLINK_REG(r3) | UNLINK_REG(r5)","r1=R7;r2=R24;r3=R18;r4=R25;r5=R15","benchmark_awfy_richards_opt",4245
169,20114,3,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | ICOPY_REG_REG(r4,r5)","r1=R18;r2=R25;r3=R15;r4=R21;r5=R14","benchmark_awfy_richards_opt",4248
170,20114,3,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | ICOPY_REG_REG(r3,r4) | UNLINK_REG(r3)","r1=R18;r2=R15;r3=R21;r4=R14","benchmark_awfy_richards_opt",4251
171,19435,5,1,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r1,r3,c2) | LINKATTR1_REG_REG_REG(r4,r1,r3) | ICOPY_REG_REG(r4,r5)","r1=R6;r2=R9;c1=int:17;r3=R1;c2=int:0;r4=R7;r5=R10","benchmark_awfy_richards_opt",3007
172,19435,5,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | ICOPY_REG_REG(r3,r4) | UNLINK_REG(r3)","r1=R6;r2=R1;c1=int:0;r3=R7;r4=R10","benchmark_awfy_richards_opt",3011
173,19308,2,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1)","r1=R8;r2=R17;c1=int:8;r3=R6","benchmark_awfy_richards_opt",4693
174,18588,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R50;r2=R1;r3=R53;c1=int:0;c2=label@6211;r4=R46;r5=R61;c3=int:3","benchmark_awfy_richards_opt",6058
175,18588,1,1,8,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | SETATTRS_REG_INT(r3,c4)","r1=R53;r2=R50;c1=int:0;c2=label@6211;r3=R46;r4=R61;c3=int:3;c4=int:6","benchmark_awfy_richards_opt",6061
176,17913,1,1,6,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | ICOPY_REG_REG(r4,r3)","r1=R7;c1=label@4374;r2=R6;r3=R5;c2=int:0;r4=R8","benchmark_awfy_richards_opt",4361
177,17086,2,1,7,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3)","r1=R15;c1=label@4193;r2=R17;r3=R19;r4=R13;c2=int:20;c3=int:6","benchmark_awfy_richards_opt",4083
178,17086,2,1,7,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BRF_ID_REG(c1,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2)","r1=R14;r2=R15;c1=label@4193;r3=R17;r4=R19;r5=R13;c2=int:20","benchmark_awfy_richards_opt",4081
